"_time",ENTRY
"2022-01-24T19:13:00.000-0800","(ref 1911) T511 released ATO."
"2022-01-24T19:11:00.000-0800","T405 late arriving W30-2, SORS Q latch W34 Gealoc reset. (208) second delay."
"2022-01-24T19:11:00.000-0800","T511 approaching A40-2 BPD hold A40-2 for BPD to off board someone smoking on board. (23)"
"2022-01-24T19:05:00.000-0800","(ref 1901) T211 released ATO. (253) second delay."
"2022-01-24T19:01:00.000-0800","T211 R50-1 BPD hold R50-1 for someone exposing themselves. (22)"
"2022-01-24T18:59:00.000-0800","T503 M90-1 BPD hold M90-1 for welfare check. (21)"
"2022-01-24T18:58:00.000-0800","(ref 1856) T503 hole M90-L30 roundtrip UFN due to car shortage."
"2022-01-24T18:56:00.000-0800","T503 M90-1 out of service to ODY for cleaning. Disabled patron emptied their colostomy bag at the cab door."
"2022-01-24T18:55:00.000-0800","(ref 1853) T419 released ATO. (214) second delay."
"2022-01-24T18:53:00.000-0800","T419 R50-1 BPD hold R50-1 for someone exposing themselves. (20)"
"2022-01-24T18:37:00.000-0800","T323 W20-1 No ATO doors, 311(c432) authorized 20 sec aux cycle."
"2022-01-24T18:36:00.000-0800","T509 L30-1 No ATO doors, 311(c338)."
"2022-01-24T18:35:00.000-0800","T323 W10-1 No ATO doors, 311(c432)."
"2022-01-24T18:34:00.000-0800","COVID TPA."
"2022-01-24T18:14:00.000-0800","(ref 1807) T519 released ATO. (211) second delay."
"2022-01-24T18:09:00.000-0800","T405 M40-1 No ATO doors, 311(c3066)."
"2022-01-24T18:08:00.000-0800","(ref 1806) T101 released ATO. (174) second delay."
"2022-01-24T18:08:00.000-0800","(ref 1803) T509 released ATO. (183) second delay."
"2022-01-24T18:07:00.000-0800","T519 approaching M16-1 BPD hold M30-1 for a verbal disturbance. (19)"
"2022-01-24T18:06:00.000-0800","T101 M30-2 BPD hold M30-2 for drug activity. (18)"
"2022-01-24T18:05:00.000-0800","(ref 1759) T105 released ATO."
"2022-01-24T18:03:00.000-0800","T509 approaching L10-1 BPD hold L10-1 for a mask violation. (17)"
"2022-01-24T17:59:00.000-0800","T105 approaching M16-1 BPD hold M30-1 for an aggressive pan handler and a suspicious person. (16)"
"2022-01-24T17:58:00.000-0800","COVID TPA."
"2022-01-24T17:51:00.000-0800","(ref 1653) Track36[Staton] cleared Cat B W/o's for the L1/L2 Tracks between L35 B/C and L35 EOT. Protections released."
"2022-01-24T17:42:00.000-0800","T501 late departing L30-1, staffing shortage alternating platforms. (381) seconds late."
"2022-01-24T17:40:00.000-0800","T311 traversing M85XL (M2) & T317 traversing M85XL(M1) confirmed bon fire under aerial, no hazard to ATO. FD advised."
"2022-01-24T17:38:00.000-0800","(ref 1727) T507 released ATO.(540) second delay, T307 RRN into M10-1 to K10-3. 217(412), T119(374) seconds late."
"2022-01-24T17:37:00.000-0800","(ref 1727) Delay TPA made systemwide."
"2022-01-24T17:34:00.000-0800","(ref 1727) Medics on scene."
"2022-01-24T17:29:00.000-0800","(ref 1627) R40 now staffed."
"2022-01-24T17:27:00.000-0800","T507 approaching A10-1 BPD hold A10-1 for a possible medical in c1753. BPD on the platform and S/A advised. (15)"
"2022-01-24T17:26:00.000-0800","T519 L30-2 late departing, T/O boarded L30-1. (248) second delay."
"2022-01-24T17:22:00.000-0800","T403 R30-2 issued road manual for track inspection into R20-2 per BPD for a report of youth in/out of the trackway at R20. T225 approaching R20-1 issued road for track inspection into R20-1, both trains confirmed clear for ATO and youth boarded T225. BPD updated."
"2022-01-24T17:18:00.000-0800","(ref 1235) R60 now staffed."
"2022-01-24T17:14:00.000-0800","T509 M90-1 No ATO doors, 311(c357)."
"2022-01-24T16:54:00.000-0800","T117M90-1 No ATO doors, 311(c1225)."
"2022-01-24T16:53:00.000-0800","Track36[Staton] issued Cat B W/O's for the L1/L2 Tracks between L35 B/C and L35 EOT. Prohibits established and verified & No Trains."
"2022-01-24T16:52:00.000-0800","T211 A20 extending dwell for S/A to search for a lost item."
"2022-01-24T16:52:00.000-0800","T301 M10-2 No ATO doors, 311(c366)."
"2022-01-24T16:46:00.000-0800","T905/T505 M90-1 late departing M90-1, T505 replacement train stopped in M97XL with a BOIP. Troubleshooting with Tango. (301) seconds late."
"2022-01-24T16:30:00.000-0800","COVID TPA."
"2022-01-24T16:27:00.000-0800","R40 unstaffed, TVP's established per procedure."
"2022-01-24T16:18:00.000-0800","T225 S50-2 No ATO doors, 311(c385)."
"2022-01-24T16:06:00.000-0800","T401 M30-2 BPD hold M30-2 for a welfare check. (230) second delay. (14)"
"2022-01-24T15:02:00.000-0800","(ref 1450) T505 released ATO, (195) second delay."
"2022-01-24T15:00:00.000-0800","No Medic 16 today, person in household got COVID."
"2022-01-24T14:50:00.000-0800","T505 BPD hold A50-1, disturbance. (13)"
"2022-01-24T14:46:00.000-0800","(ref 1427) T307 released ATO, (182) second delay."
"2022-01-24T14:27:00.000-0800","T307 BPD hold C30-1, indecent exposure. (12)"
"2022-01-24T14:04:00.000-0800","T513 NO ATO doors L30-1, ""311"" issued. [C423]."
"2022-01-24T13:55:00.000-0800","(ref 1352) P14428 canceled Cat B work orders. T421 (380) and T317 (142) seconds late."
"2022-01-24T13:52:00.000-0800","P14428 issued Cat B work orders C2 track at K20 to retrieve a sweater in the trackway."
"2022-01-24T13:45:00.000-0800","(ref 1336) T313 released ATO, (93) second delay. Now (117) second delay."
"2022-01-24T13:36:00.000-0800","T313 BPD hold M30-1, mask violation. (11)"
"2022-01-24T13:35:00.000-0800","T319/719 released ATO. (1448) seconds late."
"2022-01-24T13:33:00.000-0800","(ref 1329) T305 verified area clear for ATO, W2 track W30-W25H."
"2022-01-24T13:29:00.000-0800","Wayside phone W322, W2 track MP 21.51 activated. Next set of trains to inspect."
"2022-01-24T13:27:00.000-0800","(ref 1312) TPA on affected trains."
"2022-01-24T13:23:00.000-0800","(ref 1312) Medical on scene."
"2022-01-24T13:19:00.000-0800","(ref 1318) T317 released ATO, (101) second delay. Now (186) seconds late."
"2022-01-24T13:18:00.000-0800","T317 BPD hold C80-2, welfare check. (10)"
"2022-01-24T13:15:00.000-0800","(ref 1312) T319 BPD hold C60-1, medical."
"2022-01-24T13:14:00.000-0800","(ref 1312) S/A on scene reports individual will need medical, BPD advised. Individual unresponsive, but breathing. T/O reports clear board."
"2022-01-24T13:12:00.000-0800","T319 reports elderly woman on board his train fell and hit her head, T/O going back to investigate."
"2022-01-24T12:42:00.000-0800","M60 unstaffed."
"2022-01-24T12:42:00.000-0800","C30 unstaffed."
"2022-01-24T12:39:00.000-0800","(ref 1232) T217 ATO, (419) seconds late. [Train keyed off and recycled to reinstate ATO movement]."
"2022-01-24T12:35:00.000-0800","R60 unstaffed."
"2022-01-24T12:32:00.000-0800","T217 unable to move in any mode, Tango advised, T/O trobleshooting."
"2022-01-24T12:17:00.000-0800","T315 PSF K30-3, manual procedures. Tango advised."
"2022-01-24T12:10:00.000-0800","(ref 1159) T317 releasd ATO, (96) second delay."
"2022-01-24T11:59:00.000-0800","T317 BPD hold M40-2, suspicious person. (9)"
"2022-01-24T11:27:00.000-0800","ComEng4 issued Cat A work orders A80 platform 1 roof area only. Speed restriction on and verified."
"2022-01-24T11:00:00.000-0800","COVID TPA. [Will be done every 15 minutes till EOR]."
"2022-01-24T10:38:00.000-0800","(ref 0635) T423 re-inserted into service."
"2022-01-24T10:18:00.000-0800","(ref 1016) T115 NO ATO doors M20-1, ""311"" issued. [C386] Second occurence. Tango advised, 20-second aux cycle granted."
"2022-01-24T10:16:00.000-0800","T115 NO ATO doors M16-1, ""311"" issued. [C386]."
"2022-01-24T09:56:00.000-0800","T121 hole S50-M90-S50 UFN due to staffing shortage."
"2022-01-24T09:46:00.000-0800","(ref 0934) T225 released ATO, (97) second delay."
"2022-01-24T09:45:00.000-0800","(ref 0939) T511 released ATO, (257) second delay."
"2022-01-24T09:39:00.000-0800","T511 BPD hold M30-1, mask violation. (8)"
"2022-01-24T09:34:00.000-0800","T225 BPD hold A60-1, individual smoking. (7)"
"2022-01-24T09:32:00.000-0800","(ref 0928) T103 released ATO, (189) second delay. Now (473) seconds late."
"2022-01-24T09:28:00.000-0800","T103 BPD hold M16-2, welfare check. (6)"
"2022-01-24T09:01:00.000-0800","T317 PSF M16-, manual procedures. Tango advised."
"2022-01-24T08:46:00.000-0800","(ref 0839) T105 released ATO, (446) second delay. Secondary delays T205 (242) and T507 (359)  seconds late."
"2022-01-24T08:41:00.000-0800","(ref 0839) T417 reports clear for ATO, S/A en route to double check where door leads to. (181) seconds late."
"2022-01-24T08:40:00.000-0800","QOL sweeps M16-2 until 1000. BPD will release trains on the platform. 5-10 minute delays."
"2022-01-24T08:39:00.000-0800","T105 BPD hold A30-2, durg activity. (5)"
"2022-01-24T08:39:00.000-0800","T417 reports individual exited the station out of a door, unsure if it was wayside, train to inspect."
"2022-01-24T08:34:00.000-0800","T209 dispatched (165) seconds late due to late board up, T/O had a 501."
"2022-01-24T07:55:00.000-0800","(ref 0747) T517 released ATO, (66) second delay."
"2022-01-24T07:51:00.000-0800","(ref 0743) T303 released ATO, (443) seconds late."
"2022-01-24T07:47:00.000-0800","T517 BPD hold M30-1, disturbance. (4)"
"2022-01-24T07:46:00.000-0800","(ref 0739) T415 released ATO, (381) second delay. Now (407) seconds late."
"2022-01-24T07:43:00.000-0800","T303 501 at C30-1."
"2022-01-24T07:41:00.000-0800","(ref 0725) T519 released ATO, (106) second delay."
"2022-01-24T07:39:00.000-0800","T415 BPD hold W10-1, disturbance. (3)"
"2022-01-24T07:25:00.000-0800","T519 BPD hold A50-2, suspicious person. (2)"
"2022-01-24T06:53:00.000-0800","(ref 0647) TPA on T203."
"2022-01-24T06:53:00.000-0800","(ref 0647) T203 ATO, (438) second delay. C1809 PDBc/o and dumped per Tango."
"2022-01-24T06:48:00.000-0800","(ref 0635) T953 OOS W40-R65. [Old T423]."
"2022-01-24T06:48:00.000-0800","(ref 0647) T413 down the MX/CX track, running around BOIP at K10-2. ComSpec advised, TPA made."
"2022-01-24T06:47:00.000-0800","T203 BOIP at K10-2, Tango advised and troubleshooting with T/O."
"2022-01-24T06:35:00.000-0800","T423 hole UFN W40-R60-W40, ORY will try to replace it. Late cancelation in ICS due to Tango working to troubleshoot."
"2022-01-24T06:00:00.000-0800","Medic 10 and Medic 16 checked in."
"2022-01-24T05:55:00.000-0800","C54D track inspection completed by T313, good for ATO, but double dashes are present, Train Control notified."
"2022-01-24T05:52:00.000-0800","(ref 0546) T309 moving ATO after the leader/back-up change. 8 minute delay."
"2022-01-24T05:46:00.000-0800","T309 C88 no ATO, road manual to C80, TM trying to get help to the train. TO working with Tango-1 trying a leader/back-up change."
"2022-01-24T05:30:00.000-0800","QOL sweeps M16-2 until 0700. BPD will release trains on the platform. 5-10 minute delays. (1)"
"2022-01-24T05:30:00.000-0800","T209 hole S50 to R60, personnel shortage."
"2022-01-24T05:05:00.000-0800","All stations opened and staffed except Del Norte unstaffed."
"2022-01-24T04:29:00.000-0800","A78 daily track inspection completed by T105, good for ATO."
"2022-01-31T06:00:00.000-0800","PL 4's on the R and K-line due to power issues, delays expected."
"2022-01-31T05:50:00.000-0800","T507 at L30-2 no ATO doors, 311. Lead unit is C3114."
"2022-01-31T05:40:00.000-0800","(ref 0508) Trains back to dispatching off of platform 3 at W40."
"2022-01-31T05:30:00.000-0800","(ref 0525) Electricians and BPD responding to W30 to investigate the fire alarm the the W30 TCR, the room is down the street from the Station."
"2022-01-31T05:30:00.000-0800","BPD QOL Sweeps at M16-2. 5-10 minute delays anticipated, from 0530-0700."
"2022-01-31T05:25:00.000-0800","Fire alarm at W30 TCR, SA advised to investigate."
"2022-01-31T05:23:00.000-0800","W10 and C20 are both opened, unstaffed."
"2022-01-31T05:18:00.000-0800","T511 1st train track inspection for the M2 Track: MP 3.61-3.82 for work completed in the blanket last night, confirms area is clear for ATO."
"2022-01-31T05:18:00.000-0800","T301 (5) minutes late departing C20, station closed, operator had to go down and prop open an emergency exit to allow passengers to access the station."
"2022-01-31T05:16:00.000-0800","(ref 0508) T317 is ATO, trains will be dispatching from W40-2 while the operators continue to troubleshoot with tango."
"2022-01-31T05:15:00.000-0800","T301 holding at C20-2, heading down to pop open an emergency exit to allow passengers to access the station."
"2022-01-31T05:11:00.000-0800","T107 is a hole S50/M90 RT 1 loop due to staffing shortages."
"2022-01-31T05:10:00.000-0800","(ref 0508) T317 operator moving to dispatch W40-2. Train is already late dispatching. Original T317 has all cameras off in a car, unable to dispatch per Tango."
"2022-01-31T05:08:00.000-0800","T317 had to to an additional aux cycle at W40-3, Operator auxed on and keyed on too quickly from the 1st aux cycle."
"2022-01-31T05:05:00.000-0800","BPD requested to open W10 and C10."
"2022-01-31T05:00:00.000-0800","Core Line blanket released back to Central. All blankets no work areas."
"2022-01-31T04:55:00.000-0800","X5 clear of the core line blanket, crew found a crank left behind at K35 switch 77. Crank removed, reverse correspondence restored."
"2022-01-31T04:51:00.000-0800","(ref 0420) TBT released the safe clearance in the TBT. Final inspections of the work area being completed."
"2022-01-31T04:37:00.000-0800","X5 read back in the Core Line blanket to chec K35XL switch 77, no reverse correspondence."
"2022-01-31T04:30:00.000-0800","T105 1st train track inspection for A78XL, cranks and clamps confirmed, aligned for straight through movement."
"2022-01-31T04:27:00.000-0800","Dispatches in progress."
"2022-01-31T04:25:00.000-0800","S50 opened by the nightrider, unstaffed."
"2022-01-31T04:20:00.000-0800","TBT crew reports grout not setting fast enough in the project area between MP 3.61 & 3.82 M2 Track. TBT was delayed coupling up and departing the TBT; and final inspections for the work completed in the project area delaying the release of the safe clearance. Track inspector confirms area is good for ATO."
"2022-01-31T04:09:00.000-0800","R-Line blanket released back to Central. M-Line blanket released back to Central."
"2022-01-31T03:56:00.000-0800","A-Line Blanket released back to Central."
"2022-01-31T03:41:00.000-0800","C-Line Blanket released back to Central."
"2022-01-31T03:41:00.000-0800","S-Line Blanket released back to Central."
"2022-01-31T03:00:00.000-0800","Ventilation Report for 1/30/22."
"2022-01-31T03:00:00.000-0800","E-Line Docs."
"2022-01-31T02:10:00.000-0800","EOR."
"2022-01-31T01:22:00.000-0800","Caltrain reboarding passengers at W40 to clear the platform. Train is being taken back to W30 to swap trains and bring the passengers back on platform 5 to exit the station. BPD arrived at W40 just as the trains departed. Caltrain Control Center advised to bring trains in on the platform 5, the non shared platform for passengers to be able to egress to the street after our end of revenue on Sunday Night."
"2022-01-31T01:12:00.000-0800","Caltrain dispatch called, dropped off passengers at W40-4 at Millbrae Station, which has been closed since 2230 under the current schedule.  BPD advised and in route to respond. Caltrain dispatch advised."
"2022-01-31T01:07:00.000-0800","R65 Mux just went down. R65XL is FO'd. Comm, Train control and computer group all advised and responding."
"2022-01-31T00:34:00.000-0800","DMZ1 clear of work orders. M2 Track re-energized."
"2022-01-31T00:34:00.000-0800","R-Line Blanket established."
"2022-01-31T00:30:00.000-0800","T319 BPD Hold at M40-1 for a train sweep."
"2022-01-31T00:14:00.000-0800","W-Line Blanket established."
"2022-01-31T00:10:00.000-0800","T515 released ATO, SA was able to respond, passengers were trying to get the elevator."
"2022-01-31T00:07:00.000-0800","T511 reports someone is screaming on the platform at A40. Comspec contacting the SA. Operator is heading back to investigate."
"2022-01-31T00:00:00.000-0800","(ref 2241) T219 (9) minutes late, compounded delay, delayed departure from ORY, sequencing at A05XL."
"2022-01-30T23:22:00.000-0800","EOR."
"2022-01-30T23:21:00.000-0800","S-Line Blanket established."
"2022-01-30T23:18:00.000-0800","C-Line Blanket established."
"2022-01-30T23:11:00.000-0800","M-Line Blanket established."
"2022-01-30T23:03:00.000-0800","A-Line Blanket established."
"2022-01-30T23:02:00.000-0800","(ref 2255) T205 A90-1 released, (415) second delay."
"2022-01-30T22:55:00.000-0800","T205 A90-1 BPD hold, sweeps. (27)"
"2022-01-30T22:52:00.000-0800","Core Line Blanket established."
"2022-01-30T22:43:00.000-0800","(ref 2238) T301 M40-1 release, (300) second delay."
"2022-01-30T22:38:00.000-0800","T301 M40-1 BPD hold, sweeps. (26)"
"2022-01-30T22:16:00.000-0800","Grand Meet complete."
"2022-01-30T22:08:00.000-0800","(ref 2145) T209 (1192) departing K20-1."
"2022-01-30T22:05:00.000-0800","(ref 2145) T507 M10-1 (761) seconds late departing M10 due to delayed single tracking, unauthorized person wayside between M40-M30."
"2022-01-30T22:03:00.000-0800","(ref 2158) T203 A90-1 release, (306) second delay. Train is now (597) seconds late. Delayed due to sequencing in the Oakland Wye."
"2022-01-30T22:01:00.000-0800","(ref 2156) T509 L30-2 release, (327) second delay."
"2022-01-30T21:58:00.000-0800","T203 A90-1 BPD hold, sweeps. (25)"
"2022-01-30T21:56:00.000-0800","T509 L30-2 BPD hold, sweeps. BPD is sweeping T501 L30-1 and will put any stragglers on T509. (24)"
"2022-01-30T21:51:00.000-0800","(ref 2145) T307 M30-1 release, (400) second delay.  Train is now (1224) seconds late. TPA made. T209 K20-1 will extend for the meet at K20. (final K20 meet of the night)."
"2022-01-30T21:45:00.000-0800","(ref 2134) T307 M30-2 BPD hold, interfere with RR operation. (23)"
"2022-01-30T21:45:00.000-0800","(ref 2134) T307 arriving M30-2 (829) seconds late and T503 arriving M40-2 (645) seconds late."
"2022-01-30T21:39:00.000-0800","(ref 2134) T307 reports person has a gash on the back of his head and fell. Person is in C3095. BPD notified. T503 will perform a RM track inspection departing M40."
"2022-01-30T21:37:00.000-0800","(ref 2134) T307 made contact with the person wayside and will try and get the person to board."
"2022-01-30T21:34:00.000-0800","T307 departing M40-2 reports a person on the catwalk between M40-M30, person appears to be bleeding from the head. T307 holding position and will walk back  to see if he can make contract with person."
"2022-01-30T20:42:00.000-0800","TBT10 Cat B WO M2 track MP3.0-M15, TBT retrofit project. Single tracking 5-10 minute delays."
"2022-01-30T20:40:00.000-0800","(ref 2037) T305 W30-2 ATO, (222) seconds late. patron refused medical."
"2022-01-30T20:37:00.000-0800","T305 W30-2 reports patron fell on the stairs. TO heading back to check on patron."
"2022-01-30T20:34:00.000-0800","(ref 2032) T509 M40-1 release, (134) second delay."
"2022-01-30T20:32:00.000-0800","T509 M40-1 BPD hold, drug use. (22)"
"2022-01-30T20:23:00.000-0800","T201 R60-1 release, (190) second delay."
"2022-01-30T20:18:00.000-0800","(ref 2012) M10 released ATO. T501 A10-2 (372) seconds late. T301 arriving M10-2 (570) seconds late, and T507 arriving M10-2 (530) seconds late.  TPA made."
"2022-01-30T20:12:00.000-0800","Trains holding out of M10, fight on the platform. (21)"
"2022-01-30T20:10:00.000-0800","T201 R60-1 BPD hold, drug activity. (20)"
"2022-01-30T20:08:00.000-0800","(ref 2005) T207 A90-1 release, (196) second delay."
"2022-01-30T20:05:00.000-0800","T207 A90-1 BPD hold, disturbance. (19)"
"2022-01-30T20:04:00.000-0800","T311 C80-1 release, (400) second delay."
"2022-01-30T19:57:00.000-0800","T311 C80-1 BPD hold, disturbance."
"2022-01-30T19:56:00.000-0800","(ref 1944) T201 K10-1 release, (708) seconds late. TPA made."
"2022-01-30T19:51:00.000-0800","T207 gate stopped at A57C, (628) seconds late."
"2022-01-30T19:50:00.000-0800","T201 reports patrons dragged the person off the train. BPD notified. T201 K10-1 official BP hold. (18)"
"2022-01-30T19:45:00.000-0800","(ref 1944) T509 A10-2 release, (158) second delay."
"2022-01-30T19:44:00.000-0800","T201 K10-1 possible medical emergency. TO heading back to check."
"2022-01-30T19:44:00.000-0800","T509 A10-2 BPD hold, disturbance. (17)"
"2022-01-30T19:32:00.000-0800","(ref 1928) T307 C40-2 release, (223) second delay."
"2022-01-30T19:28:00.000-0800","T307 C40-2 BPD hold, possible medical. (16)"
"2022-01-30T19:12:00.000-0800","(ref 1842) SA at C70 clear of Cat B WO at C70-1. Power restored and trains released. T707 now (1396) seconds late. TPA's made."
"2022-01-30T19:09:00.000-0800","(ref 0638) S5068  clear of Cat B WO. Single tracking cancelled. Trains released. T305 will perform RM track inspection."
"2022-01-30T19:08:00.000-0800","(ref 1842) SA at C70 issued Cat B WO on the C1 track to retrieve a traffic cone. Power off and train holds."
"2022-01-30T19:06:00.000-0800","(ref 1842) SA at C70 reports another traffic cone in the C1 track. SA reports the traffic cone need to be removed prior to train movement."
"2022-01-30T19:02:00.000-0800","(ref 1853) P11531 SA at C70 clear of Cat B WO at C70. Power restored and trains released. T707 now (979) seconds late, single tracking and hold at C57C for Cat B WO. No power C60-1."
"2022-01-30T18:53:00.000-0800","(ref 1842) P11531 SA at  C1/C2 C70  issued Cat B WO to retrieve traffic cones.  Power off and train holds for protection.  Three traffic cones in the C1 track and 1 traffic cone in the C2 track."
"2022-01-30T18:45:00.000-0800","(ref 0638) S5068 Cat B WO C35XL for vehicle to park at C35XL ad crews to egress."
"2022-01-30T18:42:00.000-0800","T305 C70-2 reports hitting a traffic cone. Train repositioned in the platform not to exceed 5 mph. Train reports a clear board and nothing dragging. Train released ATO. Tango1 advised.  SA heading to the platform to look for the traffic cone."
"2022-01-30T18:30:00.000-0800","(ref 1827) T201 A90-1 release, (144) second delay."
"2022-01-30T18:27:00.000-0800","T201 A90-1 BPD hold, smoker. (15)"
"2022-01-30T18:21:00.000-0800","(ref 1801) Prohibit at C35B removed. S5068 parking vehicle in the Lafayette pocket track. Cat B WO will be issued for S5068 to crank derail in the up position and to egress."
"2022-01-30T18:21:00.000-0800","(ref 1819) T705 C40-1 release, (124) second delay."
"2022-01-30T18:19:00.000-0800","T705 C40-1 BPD hold, mask violation. (14)"
"2022-01-30T18:11:00.000-0800","(ref 1808) T503 A20-2 release, (198) second delay."
"2022-01-30T18:08:00.000-0800","T503 A20-2 BPD hold, off board. (13)"
"2022-01-30T18:01:00.000-0800","(ref 0638) X5 informs OCC that the prohibit at C35 gate B can not be removed because the key was locked in a cabinet and the crew on site (X5) do not have a key to unlock  the cabinet.  S5068 holding at C35B and single tracking will continue until X can remove the prohibit."
"2022-01-30T17:55:00.000-0800","(ref 0638) S5068 clear of Cat B WO."
"2022-01-30T17:53:00.000-0800","(ref 1751) T305 K30-3 release, (53) second delay."
"2022-01-30T17:51:00.000-0800","T305 K30-3 BPD hold, smoker. (12)"
"2022-01-30T17:50:00.000-0800","(ref 1732) M80 release ATO."
"2022-01-30T17:43:00.000-0800","(ref 1742) T205 A10-2 release, (37) second delay."
"2022-01-30T17:42:00.000-0800","T205 A10-2 BPD hold, drug use. (11)"
"2022-01-30T17:35:00.000-0800","(ref 1725) T205 A40-2 release, (234) second delay. Secondary delay T501 (191) seconds late."
"2022-01-30T17:32:00.000-0800","RM into M80, erratic patrons (2). (10)"
"2022-01-30T17:32:00.000-0800","T205 A40-2 BPD hold, erratic patron. (9)"
"2022-01-30T17:11:00.000-0800","(ref 1709) T301 C80-1 ATO (300) seconds delayed. Train now (900) seconds late."
"2022-01-30T17:09:00.000-0800","T301 C80-1 EM handle pulled c4096. TO heading back to normalize doors."
"2022-01-30T16:42:00.000-0800","(ref 1642) T501 L10-1 release, (53) second delay."
"2022-01-30T16:41:00.000-0800","T501 L10-1 BPD hold, smoker. (8)"
"2022-01-30T16:40:00.000-0800","A60 unstaffed."
"2022-01-30T16:17:00.000-0800","(ref 1600) T7 clear of Cat B WO A77."
"2022-01-30T16:04:00.000-0800","(ref 1601) T709 A60-1 release, (169) second delay. Train is now (1040) seconds late."
"2022-01-30T16:01:00.000-0800","T709 A60-1 BPD hold, disturbance. (7)"
"2022-01-30T16:00:00.000-0800","T7 Cat B WO A77XL, track inspections. Speed restriction and forced occupancies for protections. Trains will be issued train holds and meter through the work area. 5-10 minute delays."
"2022-01-30T15:55:00.000-0800","(ref 1552) T205 A10-1 release, (146) second delay."
"2022-01-30T15:53:00.000-0800","(ref 1551) T211 reports the smoke is outside of wayside. TO believes that someone is just on the other side of the concrete wall smoking."
"2022-01-30T15:52:00.000-0800","T205 A10-1 BPD hold, disturbance. (6)"
"2022-01-30T15:51:00.000-0800","SA at A70 notified T211 of smoke near the fence line outside of A70-2. T211 performing a RM track inspection."
"2022-01-30T15:48:00.000-0800","(ref 1539) T505 L20-2 ATO, (510) seconds late. C357 doors 1/3 door off track. TPA made."
"2022-01-30T15:39:00.000-0800","T505 L30-2 door open. TO heading back."
"2022-01-30T15:32:00.000-0800","(ref 1516) A40 released ATO by BPD. BPD put the unstable patron on Richmond bound train T209."
"2022-01-30T15:16:00.000-0800","Unstable person on the platform A40-2. Trains in RM. BPD notified."
"2022-01-30T14:11:00.000-0800","(ref 1409) T309 ATO, (418) second delay. C1819 em-handle activated."
"2022-01-30T14:09:00.000-0800","T309 Door open Y10-3, Tango advised. T/O troubleshooting."
"2022-01-30T13:44:00.000-0800","(ref 1336) T305 ATO, (351) second delay. C4112 CCP open."
"2022-01-30T13:36:00.000-0800","T305 approaching W30-2, received a report of a cabinet open on board the train, T/O going at W30 back to investigate. Tango advised."
"2022-01-30T12:57:00.000-0800","(ref 1250) W10 released ATO. T305 (175) second delay. Now (652) second."
"2022-01-30T12:55:00.000-0800","(ref 1250) TPA made on affected trains."
"2022-01-30T12:50:00.000-0800","Per BPD hold out of W10, theft suspect. (5)"
"2022-01-30T12:48:00.000-0800","(ref 1239) K20-2 released ATO."
"2022-01-30T12:39:00.000-0800","Per BPD, road manual into K20-2 for an irratic individual. (4)"
"2022-01-30T12:10:00.000-0800","(ref 1208) Drill terminated."
"2022-01-30T12:09:00.000-0800","(ref 1208) M6 called and is en route."
"2022-01-30T12:08:00.000-0800","Earthquake drill initiated. All trains mock holding, TBT and BHT still moving toward the nearest station."
"2022-01-30T12:00:00.000-0800","Power and Support Ventilation Log."
"2022-01-30T11:11:00.000-0800","(ref 1106) T201 released ATO, (248) second delay. Now (292) seconds late."
"2022-01-30T11:06:00.000-0800","T201 BPD hold R50-1, welfare check."
"2022-01-30T10:29:00.000-0800","QUE latch S06R08. Train Control advised."
"2022-01-30T10:12:00.000-0800","(ref 0920) X9 canceled Cat B work orders."
"2022-01-30T10:12:00.000-0800","(ref 1010) P14588 canceled Cat B work orders."
"2022-01-30T10:10:00.000-0800","P14588 issued Cat B work orders M1 at M20 to retrieve glasses from trackway. Power on, trains holding out."
"2022-01-30T09:37:00.000-0800","(ref 0931) T301 released ATO, (166) second delay."
"2022-01-30T09:31:00.000-0800","T301 BPD hold M16-2, disturbance."
"2022-01-30T09:26:00.000-0800","(ref 0915) T207 released ATO, (43) second delay. Now (77) second delay."
"2022-01-30T09:20:00.000-0800","X9 issued Cat B work orders W45XL, prohibits on and established, no train traffic, power on."
"2022-01-30T09:15:00.000-0800","T207 BPD hold R10-1, mask violation. (3)"
"2022-01-30T09:09:00.000-0800","(ref 0905) T203 released ATO, (103) seconds late."
"2022-01-30T09:05:00.000-0800","T203 BPD hold R10-2, mask violation. (2)"
"2022-01-30T08:23:00.000-0800","T501 dispatched (224) seconds late due to late T/O board up."
"2022-01-30T08:16:00.000-0800","T505 ATO, (503) seconds late."
"2022-01-30T08:12:00.000-0800","T505 dispatched (436) seconds late due to train auxing itself off then re-auxing itself back on, but only half the train auxed on. Platform 1 will dispatch as the new T505. Tango advised."
"2022-01-30T08:08:00.000-0800","(ref 0801) T507 released, no delay, train released prior to station stop."
"2022-01-30T08:01:00.000-0800","T501 verified M1 track MP 3.62 - 3.76 clear for ATO, overnight rail change TBT. (461) seconds late."
"2022-01-30T07:59:00.000-0800","T507 BPD hold L10-1, individual smoking. (1)"
"2022-01-30T07:47:00.000-0800","T207 1st train to verify A1 and A2 tracks at A78XL cranked, clamped and spiked for straight through movement."
"2022-01-30T07:38:00.000-0800","(ref 0638) T301 verified 2 vehicles and speed restriction in the work area. (556) second delay."
"2022-01-30T07:36:00.000-0800","T309 dispatched (373) seconds late due to late T/O board up."
"2022-01-30T07:33:00.000-0800","(ref 0715) TPA made on all afected trains."
